id,name,description,latitude,longitude,site_type,fee,source
usfs-5328,MC356RD-001,,46.02650833,-115.44336389,CAMPING AREA,No Fee,usfs
usfs-5333,INDEPENDENCE,,47.88736696,-116.22299002,CAMPING AREA,No Fee,usfs
usfs-5365,SAN JUAN CUA,"Generally, open May to October as weather and conditions allow. Dispersed Campground in an open setting with views of the canyon. Access to Toiyabe Crest tiol Recreation Trail by the San Juan Trailhead. County Road 21 intersects, and in places follows, t",39.1206,-117.2724,CAMPGROUND,No Fee,usfs
usfs-5381,BLACK FLAT CUA DISPERSED,Dispersed Camping Area.,38.6787,-111.5962,CAMPING AREA,No Fee,usfs
usfs-5396,LT BOULDER BAY-02,,45.72076667,-114.27102,CAMPING AREA,No Fee,usfs
usfs-5435,BIG VALLEY BLUFF,,39.232124,-120.579096,CAMPING AREA,No Fee,usfs
usfs-5442,WOOD LAKE CAMPGROUND,6 site campground on the lower Ochlockonee,30.02667182,-84.56502603,CAMPGROUND,No Fee,usfs
usfs-5447,WEST BIG BELTS GFA - CONFEDERATE GULCH CUA,,46.643,-111.392,CAMPING AREA,No Fee,usfs
usfs-5459,INDIAN SPRINGS,INDIAN SPRINGS (Camping Area),45.556993,-121.826561,CAMPING AREA,No Fee,usfs
usfs-5462,HANNAN DISPERSED,,47.61923704,-112.7345729,CAMPING AREA,No Fee,usfs
usfs-5466,DIAMOND CREEK,Campground is Closed,42.69940158,-111.1971385,CAMPGROUND,No Fee,usfs
usfs-5473,A.T. STAN MURRAY SHELTER,,36.112361,-82.065722,CAMPING AREA,No Fee,usfs
usfs-5517,HILL LAKE (M86),,47.431632,-93.615016,CAMPING AREA,No Fee,usfs
usfs-5571,POVERTY GULCH DESIGNATED CAMPING AREA,"Designated camping area in Poverty Gulch, close to Crested Butte. 7 sites are available and camping is allowed only in designated sites. Each site has a fire ring and is marked with a unit marker.",38.9566,-107.0789,CAMPING AREA,No Fee,usfs
usfs-5573,LOWER FARNSWORTH CUA DISPERSED,"Dispersed Camping Area. Facilities include vault toilet, information kiosk, and graveled roads. Fishing opportunity at Farnsworth reservoir.",38.7741,-111.6518,CAMPING AREA,No Fee,usfs
usfs-5595,MIRROR LAKE CAMP,MIRROR LAKE CAMP (Camping Area),37.2150858,-119.1259142,CAMPING AREA,No Fee,usfs
usfs-5618,ROCKCASTLE CAMPGROUND - INACTIVE,Rockcastle Campground is currently closed and most improvements have been removed.,36.962358,-84.347947,CAMPGROUND,No Fee,usfs
usfs-5626,SPENCER LAKES,,39.69823,-120.72661,CAMPING AREA,No Fee,usfs
usfs-5628,PINE RIDGE,This campground and day use area is located in a pine forest. The short-leaf pine surrounding the area was planted by the CCC in the 1930.This is popular spot for visitors using the 36-mileCedar Creek Trail to stop for the night. A large field in the day,38.758438,-92.142538,CAMPGROUND,No Fee,usfs
usfs-5637,SOUTH BUCKBOARD DISPERSED,SOUTH BUCKBOARD DISPERSED (Camping Area),41.14322,-109.35183,CAMPING AREA,No Fee,usfs
usfs-5653,HAW CREEK FALLS CG,"Surrounded by a beautiful mature hardwood forest, Haw Creek Falls Point of Interest is located on a small mountain stream with picturesque falls, rocks, and a bluff. The Big Piney Wild and Scenic River is nearby. There is also an accessible trail to the",35.67744361,-93.25615833,CAMPGROUND,No Fee,usfs
usfs-5676,CONASAUGA RIVER CAMPGROUND,CONASAUGA RIVER CAMPGROUND (Campground),34.9899,-84.6356,CAMPGROUND,No Fee,usfs
usfs-5720,WHEELER RANCH,,40.949322,-122.070001,CAMPING AREA,No Fee,usfs
usfs-5727,CORKSCREW,"Corkscrew Camping Area is in the San Juan Mountains 8 miles outside of the town of Ouray, CO. This area provides dispersed camping recreational opportunities. Campers would be centrally located to multiple hiking and four-wheel drive trails.  Iconic trai",37.9391,-107.6713,CAMPING AREA,No Fee,usfs
usfs-5732,FDR 51 POTTS CREEK RD DESIGNATED DISP.,,34.52745,-112.544367,CAMPING AREA,No Fee,usfs
usfs-5745,BOSWELL CREEK,BOSWELL CREEK (Campground),40.99859,-106.1289,CAMPGROUND,No Fee,usfs
usfs-5759,PARTNERSHIP A.T. SHELTER,This is an AT Trail Shelter off of the Sugar Grove Highway,36.810287,-81.422393,CAMPING AREA,No Fee,usfs
usfs-5771,RIVER DUNE BACKCOUNTY GROUP CAMPSITE,"Located between the Au Sable River Scenic Overlook and Au Sable Loop Campground, this small site is a short . 5 mile walk from the gate. Set back from the road and camping area, campers can enjoy views of the river. Visitors can access the river from a s",44.6491111,-84.09491111,CAMPING AREA,No Fee,usfs
usfs-5800,D SPUR,D SPUR (Camping Area),37.50407789,-119.45316821,CAMPING AREA,No Fee,usfs
usfs-5807,LYNX CREEK CAMPGROUND,"Lynx Creek is located 11 miles from the north end of the Greys River Road. No water is available, and visitors are asked to Pack Out whatever is Packed In. A vault toilet is provided and private family picnic tables are scattered along a bench overlookin",43.097096,-110.845964,CAMPGROUND,No Fee,usfs
usfs-5818,BURRELL'S FORD,"Burrells Ford Campground is located on the Chattooga Wild and Scenic River near many miles of hiking trails and is open year round with no charge. The campground is a 0.25 mile walk from the parking lot. A vault toilet, picnic tables, and food storage lo",34.96900499,-83.11813303,CAMPGROUND,No Fee,usfs
usfs-5831,LOWER RUSH CREEK,Shady campsites and a creek running along side makeLower Rush Creek Campgrounda great getaway destination. Trailers larger than 22 feet are not recommended.In the winter months roads may become sofeet or impassable. Please do not create resource damage b,41.29333333,-120.8780556,CAMPGROUND,No Fee,usfs
usfs-5834,WIGWAM RIVER,,48.98136111,-114.82413889,CAMPING AREA,No Fee,usfs
usfs-5835,SCARP LAKE SITE  #1,,47.64037,-91.131785,CAMPING AREA,No Fee,usfs
usfs-5857,WALNUT FLATS,"This small, primitive campground is well suited for tent camping but also accommodates small recreation vehicles. It has shaded sites clustered around a grassy opening surrounded by forest. Flat Top Mountain Trail System, the Appalachian Trail, Dismal Cr",37.19805556,-80.88638889,CAMPGROUND,No Fee,usfs
usfs-5888,JACK CREEK,"Developed campground with picnic tables, grills, fire rings",35.0339235,-93.8485018,CAMPGROUND,No Fee,usfs
usfs-5902,HURRICANE A.T. SHELTER,HURRICANE A.T. SHELTER (Camping Area),36.715312,-81.509508,CAMPING AREA,No Fee,usfs
usfs-5916,SWAMP LAKE,SWAMP LAKE (Camping Area),37.13002448,-119.0726664,CAMPING AREA,No Fee,usfs
usfs-5931,LOCKABY,"CLOSED DUE TO RIVERSIDE FIRE Lockaby Campground is located next to the Wild and Scenic Clackamas River. It provides access to whitewater rafting, as well as a place to fish. Whether it is relaxation or recreation, there 's something for everyone at the c",45.163481,-122.151919,CAMPGROUND,No Fee,usfs
usfs-5932,RD 711-01,,46.165855,-113.85004333,CAMPING AREA,No Fee,usfs
usfs-5986,GOOSE EGG,GOOSE EGG (Camping Area),46.66479,-121.092659,CAMPING AREA,No Fee,usfs
usfs-6017,ALDER CREEK,ALDER CREEK (Camping Area),39.36723,-120.22752,CAMPING AREA,No Fee,usfs
usfs-6049,BIG GULLEY HUNT CAMP & BOAT RAMP,BIG GULLEY HUNT CAMP & BOAT RAMP (Camping Area),30.24103819,-85.03038581,CAMPING AREA,No Fee,usfs
usfs-6061,CIMARRON FORKS,Cimarron Forks Camping Area is located at the confluence of the Middle and East Fork Rivers near Silver Jack Reservoir. This area provides dispersed camping opportunities. The area is also within close proximity to multiple hiking and OHV trails. Two vau,38.202977,-107.517004,CAMPING AREA,No Fee,usfs
usfs-6065,ROCKY POINT,ROCKY POINT (Campground),40.193605,-121.109736,CAMPGROUND,No Fee,usfs
usfs-6073,CIENAGA,CIENAGA (Campground),34.61944444,-118.6361111,CAMPGROUND,No Fee,usfs
usfs-6133,MIAMI STAGING AREA 1,MIAMI STAGING AREA 1 (Camping Area),37.415175,-119.63547222,CAMPING AREA,No Fee,usfs
usfs-6166,EAST FORK,,41.004121,-122.622726,CAMPING AREA,No Fee,usfs
usfs-6175,GLIDDEN LAKE,GLIDDEN LAKE (Camping Area),47.51708,-115.72736,CAMPING AREA,No Fee,usfs
usfs-6187,CRYSTAL,Developed campground amenities,34.47992311,-93.6380258,CAMPGROUND,No Fee,usfs
usfs-6218,EASTERN BIG MEADOW ROAD,,36.71916667,-118.8375,CAMPING AREA,No Fee,usfs
usfs-6232,GRAY ROCK,,41.128174,-122.449036,CAMPING AREA,No Fee,usfs
usfs-6258,BUCK CREEK HORSE CAMP,BUCK CREEK HORSE CAMP (Horse Camp),47.018945,-121.534839,HORSE CAMP,No Fee,usfs
usfs-6263,SUMMIT,"Summit camping area is a great place for those who enjoy rustic camping. Toilets, water, and garbage service are not provided at this site. The site contains one picnic table and rock fire ring.",37.082189,-119.201792,CAMPING AREA,No Fee,usfs
usfs-6287,CHEROKEE CREEK,,39.552,-120.985,CAMPING AREA,No Fee,usfs
usfs-6294,HENDERSONVILLE RESERVOIR RD ROADSIDE CAMPSITES,,35.42396665,-82.65584006,CAMPGROUND,No Fee,usfs
usfs-6342,SUNSHINE BASIN GFA - SUNSHINE CUA,,46.765,-111.531,CAMPING AREA,No Fee,usfs
usfs-6360,SULAK RECREATION AREA,"This site is primarily used by anglers, hunters and families for camping.  There is a short, .25 mile walk from the campsites to the river, through federal and state land.  The river access is operated by the Michigan DNR.",43.923778,-86.013254,CAMPGROUND,No Fee,usfs
usfs-6384,BRYANT RIDGE A.T. SHELTER,This is an Appalachain Trail shelter.,37.53083333,-79.58444444,CAMPING AREA,No Fee,usfs
usfs-6394,TROUT LAKE M32,TROUT LAKE M32 (Camping Area),47.4656997,-93.5595401,CAMPING AREA,No Fee,usfs
usfs-6406,FDR64-MARIPAI RD DESIGNATED DISP.,FDR64-MARIPAI RD DESIGNATED DISP. (Camping Area),34.4859,-112.48811667,CAMPING AREA,No Fee,usfs
usfs-6412,LOWER LAKE (OLALLIE),CLOSED DUE TO RIVERSIDE FIRE: Located on Lower Lake in the Olallie Lake Scenic Area just west of the border with the Warm Springs Indian Reservation. ; The Lake covers 14 acres and deep. There are numerous small lakes in the area worth exploring. Recreat,44.8231,-121.7956,CAMPGROUND,No Fee,usfs
usfs-6430,MUMFORD BAR TO BEACROFT,,39.191568,-120.625208,CAMPING AREA,No Fee,usfs
usfs-6443,ZEDDS MEADOW CUA DISPERED,Dispersed Camping Area,38.3666,-111.37176,CAMPING AREA,No Fee,usfs
usfs-6451,UPPER DEADMAN CG,Elevation 7800 feet. 20 campsites. Campground is not suitable for RV camping. Tent or car camping only. No drinking water is available. 14 day stay limit. A limited  number of bear lockers are shared at this site.,37.721,-119.0113,CAMPGROUND,No Fee,usfs
usfs-6496,FALLS CREEK CG,FALLS CREEK 998 (TRAILHEAD AND CAMPGROUND) (Campground),47.276435,-112.489026,CAMPGROUND,No Fee,usfs
usfs-6509,PONDEROSA GROUP,"Ponderosa pine trees surround and tower over open-space campgrounds, providing cool shade and gorgeous vistas. Most visitors enjoy taking advantage of the area's hiking trails and lakes, traveling to Payson for the day or simply relaxing at the campsite",34.294528,-111.113208,GROUP CAMPGROUND,No Fee,usfs
usfs-6514,EAST FORK DISPERSED,EAST FORK DISPERSED (Camping Area),38.2014,-107.5087,CAMPING AREA,No Fee,usfs
usfs-6524,WESTERN BIG MEADOW ROAD,,36.71166667,-118.8566667,CAMPING AREA,No Fee,usfs
usfs-6543,LAKE CHATUGE RECREATION AREA,LAKE CHATUGE (Campground),34.95472222,-83.77944444,CAMPGROUND,No Fee,usfs
usfs-6545,SHT- WEST DEVIL TRACK,,47.78140583,-90.29489324,CAMPING AREA,No Fee,usfs
usfs-6561,HODGES DISPERSED RECREATION AREA,,36.11524722,-105.63899166,CAMPING AREA,No Fee,usfs
usfs-6568,KENNEDY MEADOW AND BURTON MEADOW,KENNEDY MEADOW AND BURTON MEADOW (Camping Area),36.7625,-118.8333333,CAMPING AREA,No Fee,usfs
usfs-6569,MININGTOWN MEADOW,MININGTOWN MEADOW (Camping Area),37.137657,-119.085232,CAMPING AREA,No Fee,usfs
usfs-6581,SOUTH FORK TAMARACK,SOUTH FORK TAMARACK (Camping Area),37.191057,-119.204843,CAMPING AREA,No Fee,usfs
usfs-6588,WOLVERINE LAKES DISPERSED SITE 15,,48.971131,-114.922046,CAMPING AREA,No Fee,usfs
usfs-6592,ROAD 4562 CAMP A,,48.42302333,-115.95643833,CAMPING AREA,No Fee,usfs
usfs-6598,ORR LAKE,"Orr Lake is a popular fishing area with a beautiful view of Mt Shasta. The lake is the home of trout, bass, and catfish. A scenic trail along the east edge of the lake provides access to several fishing jetties and connects the 4 campsites on the east si",41.6630727,-121.9873001,CAMPGROUND,No Fee,usfs
usfs-6599,QUEMADO LAKE - EL CASO CG #3,QUEMADO LAKE - EL CASO CG #3 (Campground),34.13817,-108.4683,CAMPGROUND,No Fee,usfs
usfs-6616,THOMPSON LAKE,THOMPSON LAKE (Camping Area),37.198875,-118.95891389,CAMPING AREA,No Fee,usfs
usfs-6639,TIP TOP,CLOSED,34.49714941,-81.75397518,GROUP CAMPGROUND,No Fee,usfs
usfs-6679,WASH CREEK ROADSIDE CAMPSITES,,35.43796696,-82.6609939,CAMPGROUND,No Fee,usfs
usfs-6685,DEEP WATER CAMP,,35.40335297,-80.08644226,CAMPING AREA,No Fee,usfs
usfs-6717,NUGGET CREEK,,47.21535227,-115.5577528,CAMPING AREA,No Fee,usfs
usfs-6722,GOUMAZ,"Goumaz campground is between Highway 36 and 44 at the South end of Eagle Lake. There are 5 campsites located along Susan River and adjacent to the Bizz Johnson Trail. This is a great place to start a bike ride, walk or horseback ride along the Bizz. Ther",40.413231,-120.86161,CAMPGROUND,No Fee,usfs
usfs-6732,MOONEY CREEK,,39.382898,-120.651136,CAMPING AREA,No Fee,usfs
usfs-6789,HUGHES CK-03,,45.58111,-114.17484,CAMPING AREA,No Fee,usfs
usfs-6840,THE PINES,"The Pines is a rustic campground in a wooded setting, located adjacent to Barbour's Creek, a stocked trout stream. Most of the campsites are designed for tents, but small recreation vehicles can be accommodated. Jeep enthusiasts can experience some of th",37.604984,-80.0766742,CAMPGROUND,No Fee,usfs
usfs-6847,HOUSTON VALLEY CAMPGROUND,"Houston Valley Recreation Area (elevation 1,800 feet) is centrally located to both Paint Creek and Weaver Bend. It is located directly off Tennessee (TN) Scenic Highway 107.",35.96501747,-82.94331489,CAMPGROUND,No Fee,usfs
usfs-6850,BUCKHORN GAP SHELTER,,35.3431,-82.75537,CAMPING AREA,No Fee,usfs
usfs-6862,JOHNSON CREEK - PRIMITIVE,Only accessible by foot from the Equestrian Parking area of the Johnson Creek Recreation Area.  Take Trail375 to 399 to 382.,37.83472222,-89.50777778,CAMPING AREA,No Fee,usfs
usfs-6889,FIRST DIVIDE,,39.585174,-120.809668,CAMPING AREA,No Fee,usfs
usfs-6958,FIVE LAKES BASIN,FIVE LAKES BASIN (Camping Area),39.408324,-120.56168,CAMPING AREA,No Fee,usfs
usfs-6972,SUNSTRIP,"CLOSED DUE TO RIVERSIDE FIRE Sunstrip Campground is a primitive campground on the banks of the Clackamas Wild and Scenic River. It provides access to a variety of outdoor activities, but retains the look and feel of true nature, with only a few amenities",45.151489,-122.106675,CAMPGROUND,No Fee,usfs
usfs-6977,KINGSTON,KINGSTON CAMPGROUND (Campground),32.91853333,-107.70108032,CAMPGROUND,No Fee,usfs
usfs-7009,BEAR CAMP,BEAR CAMP (Camping Area),36.97195256,-119.20616891,CAMPING AREA,No Fee,usfs
usfs-7061,CROCKER FAMILY CG.,Family campground set in the trees with plenty of shade.,39.68694,-120.64412,CAMPGROUND,No Fee,usfs
usfs-7070,OLD GOLDLEDGE DISPERSED CAMPING,OLD GOLDLEDGE DISPERSED CAMPING (Camping Area),35.879,-118.456,CAMPING AREA,No Fee,usfs
usfs-7071,CALKINS FLATS DISPERSEED CAMPING AREA,,35.918,-118.49,CAMPING AREA,No Fee,usfs
usfs-7087,KEBLER PASS DESIGNATED CAMPING AREA,"Designated camping in the Kebler Pass/Lake Irwin area, close to Crested Butte. 31 sites are available and camping is allowed only in designated sites. Each site has a fire ring and is marked with a unit marker.",38.8547,-107.0917,CAMPING AREA,No Fee,usfs
usfs-7141,NATIONAL GUARD DISPERSED AREA,,40.289386,-111.607122,CAMPING AREA,No Fee,usfs
usfs-7171,THOMPSON RESERVOIR,"Located 20 minutes south of Silver Lake, Oregon, Thompson Reservoir Campground is a desirable camping area located on the western shores of Thompson Reservoir. Enjoy gorgeous views of Hager Mountain and shady campsites thanks to mature ponderosa pines th",42.961331,-121.092528,CAMPGROUND,No Fee,usfs
usfs-7172,BALL FIELD CAMPING AREA,BALL FIELD CAMPING AREA (Camping Area),34.85388889,-84.65388889,CAMPING AREA,No Fee,usfs
usfs-7195,KANAKA CREEK,,39.419784,-120.943756,CAMPING AREA,No Fee,usfs
usfs-7198,F K & L,F K & L (Camping Area),48.33173,-113.95411,CAMPING AREA,No Fee,usfs
usfs-7199,ROARING RIVER,"CLOSED DUE TO RIVERSIDE FIRE Roaring River Campground is located across from the Wild and Scenic Clackamas River in the Cascade Range. The small, rustic campground has charm and provides visitors with access to a variety of outdoor recreation opportuniti",45.157181,-122.114169,CAMPGROUND,No Fee,usfs
usfs-7221,SPRING HILL NORTH DISPERSED CAMPING,,35.865,-118.447,CAMPING AREA,No Fee,usfs
usfs-7227,CASCADE LAKE / LONG LAKE,CASCADE LAKE / LONG LAKE (Campground),39.301318,-120.435447,CAMPING AREA,No Fee,usfs
usfs-7232,BAKER CREEK CAMPING AREA,BAKER CREEK CAMPING AREA,43.7850069,-114.5573007,CAMPGROUND,No Fee,usfs
usfs-7235,KEELER CREEK,,48.335,-115.93792222,CAMPING AREA,No Fee,usfs
usfs-7245,HEADWATERS ROADSIDE CAMPSITES,,35.3352368,-82.7974868,CAMPGROUND,No Fee,usfs
usfs-7258,PORTER HUNT CAMP & TRAILHEAD,"Primary access to Porter Lake, Primitive camping and vault toilet",30.17662908,-84.6772169,CAMPGROUND,No Fee,usfs
usfs-7260,UPPER HUME LAKE ROAD,,36.80527778,-118.8994444,CAMPING AREA,No Fee,usfs
usfs-7273,FDR23-ENCHANTED FOREST TRAIL-DESIGNATED DISP.,FDR23-ENCHANTED FOREST TRAIL-DESIGNATED DISP. (Camping Area),34.49586667,-112.37758333,CAMPING AREA,No Fee,usfs
usfs-7295,LONG BOTTOM FORD,"Also commonly referred to as ""Low Water Bridge Campground"", this quiet primitive campground is located on the banks of the Chattooga River with fishing, boating, and tubing opportunities nearby. It is open year-round with no charge and site amenities inc",34.89833333,-83.18666667,CAMPGROUND,No Fee,usfs
usfs-7314,TEPEE CREEK CAMP,TEPEE CREEK CAMP (Camping Area),46.699649,-115.629254,CAMPING AREA,No Fee,usfs
usfs-7318,PHILBROOK,PHILBROOK (Campground),40.028267,-121.466368,CAMPGROUND,No Fee,usfs
usfs-7345,A.T. CLYDE SMITH SHELTER,A.T. CLYDE SMITH SHELTER (Camping Area),36.14853317,-82.16127759,CAMPING AREA,No Fee,usfs
usfs-7355,HARPERS CREEK A.T. SHELTER,This is an Appalachain Trail shelter.,37.85694444,-79.00055556,CAMPING AREA,No Fee,usfs
usfs-7359,MACNAB POND,"Family Picnic and day use fishing pond on the Ekalaka Hills Unit, Sioux Ranger District.",45.83609,-104.43328,CAMPGROUND,No Fee,usfs
usfs-7378,CHAMISE FLATS DISPERSED CAMPING AREA,CHAMISA FLATS DISPERSED CAMPING AREA (Camping Area),35.911,-118.487,CAMPING AREA,No Fee,usfs
usfs-7410,SOLO JOE,,48.94905277,-115.53421944,CAMPING AREA,No Fee,usfs
usfs-7418,CROSSOVER CAMP,CROSSOVER CAMP (Camping Area),48.01867,-113.58566,CAMPING AREA,No Fee,usfs
usfs-7439,BOLSILLO,"Located along the Kaiser Pass Road near the High Sierra Ranger Station. Bosillo Creek runs adjacent to campground. There are 3 available first-come, first-serve campsites. The Corbett Lake Trail begins at the end of the campground. Large RV or motorhome",37.3151251,-119.0412207,CAMPGROUND,No Fee,usfs
usfs-7447,TUMWATER,"TUMWATER CAMPGROUND CLOSEDBased on the recommendation of Forest Service Hydrologists and the 2014 Burned Area Emergency Response  Team, Tumwater Campground has been closed to the public since 2014.   Tumwater Campground sits on an alluvial fan and is pro",47.6781,-120.7321,CAMPGROUND,No Fee,usfs
usfs-7455,BUCKHORN HUNT CAMP,,30.33465772,-84.5349589,CAMPING AREA,No Fee,usfs
usfs-7459,TENT CITY DESIGNATED CAMPING AREA,"Camping area in the Brush Creek drainage, close to Crested Butte. 13 sites are available and camping is allowed only in designated sites. Each site has a fire ring and is marked with a unit marker. A double vault toilet is available.",38.8969,-106.8848,CAMPING AREA,No Fee,usfs
usfs-7482,WHITEHEAD CAMPGROUND & BOAT RAMP,$3/vehicle,30.16557683,-84.675759,CAMPGROUND,No Fee,usfs
usfs-7486,SPRING HILL SOUTH DISPERSED CAMPING,,35.862,-118.448,CAMPING AREA,No Fee,usfs
usfs-7491,LAKE VALLEY,,39.29467,-120.59309,CAMPING AREA,No Fee,usfs
usfs-7497,A.T. BLOOD MOUNTAIN SHELTER,,34.740111,-83.937463,CAMPING AREA,No Fee,usfs
usfs-7547,CRESTLINE GROUP CAMPGROUND,50 person capacity.,33.312707,-116.863856,GROUP CAMPGROUND,No Fee,usfs
usfs-7550,CEDAR SPRINGS COMPLEX,CEDAR SPRINGS COMPLEX (Camping Area),40.909043,-109.451043,CAMPING AREA,No Fee,usfs
usfs-7601,HIDDEN LAKE CAMPGROUND,,47.143888,-113.562907,CAMPGROUND,No Fee,usfs
usfs-7644,WHITEWATER LAKE COMPLEX,WHITEWATER LAKE COMPLEX (Campground),47.5093765,-92.16681493,CAMPGROUND,No Fee,usfs
usfs-7667,SULLIVAN LAKE CAMPGROUND,SULLIVAN LAKE CAMPGROUND (Campground),47.3808593,-91.66798821,CAMPGROUND,No Fee,usfs
usfs-7669,HARVES RIVER CUA DISPERSED,Dispersed camping site. Facilities include vault toilet and information kiosk. Fishing opportunity at Farnsworth Reservoir.,38.76908056,-111.6522306,CAMPING AREA,No Fee,usfs
usfs-7675,FRENCHY POINT,,39.455724,-121.156069,CAMPING AREA,No Fee,usfs
usfs-7711,DIAMOND LAKE CAMPGROUND,,47.150837,-115.164899,CAMPGROUND,No Fee,usfs
usfs-7714,PETE CREEK MEADOW,,48.95709444,-115.84197222,CAMPING AREA,No Fee,usfs
usfs-7752,LITTLE LONG MOUNTAIN SHELTER,,35.5007449,-79.952919,CAMPING AREA,No Fee,usfs
usfs-7758,AVERY CREEK ROADSIDE CAMPSITES,,35.2965278,-82.7394444,CAMPING AREA,No Fee,usfs
usfs-7763,WEST FORK CIMARRON DISPERSED,WEST FORK CIMARRON DISPERSED (Camping Area),38.1310278,-107.5587626,CAMPING AREA,No Fee,usfs
usfs-7808,JACK PINE FLATS,The Jackpine Flats campground is located 20 miles south of Trout Creek on Beaver Creek road 152. The campground has 1 site with table and fire ring. This campsite is best suited for tents or a pop up trailer as there is limited space to maneuver an RV. A,47.685194,-115.646559,CAMPING AREA,No Fee,usfs
usfs-7814,WILSON CREEK A.T. SHELTER,This is an Appalachain Trail shelter.,37.41833333,-79.78472222,CAMPING AREA,No Fee,usfs
usfs-7817,RD 473 CAMP 8 SUMMIT,,48.31714167,-116.07670333,CAMPING AREA,No Fee,usfs
usfs-7835,CEBOLLA,This campground lies on the banks of Cebolla Creek in a spruce/fir landscape. It is located at 9200 foot elevation. It has 5 sites.,38.047327,-107.10028,CAMPGROUND,No Fee,usfs
usfs-7843,JACK THE HORSE M130,JACK THE HORSE M130 (Camping Area),47.62166,-93.631668,CAMPING AREA,No Fee,usfs
usfs-7848,DRY OAK,,39.244331,-122.85169,CAMPING AREA,No Fee,usfs
usfs-7858,FULDA CREEK,,39.27343,-120.68424,CAMPING AREA,No Fee,usfs
usfs-7890,AZALEA COVE CG,"This is a walk-in, bike-in or boat-in campground.",38.881372,-120.369814,CAMPGROUND,No Fee,usfs
usfs-7902,KARR CANYON LOWER,KARR CANYON LOWER (Campground),32.89701,-105.81301,CAMPGROUND,No Fee,usfs
usfs-7904,GREEN CABIN FLAT,"1,000-foot elevation. Undeveloped camping area on the wild and scenic Kings River. This area is secluded and requires significant travel time to visit giant sequoia trees. Whitewater rafting down to Pine Flat Reservoir, with up to Class III rapids. Speci",36.85958604,-119.1025228,CAMPGROUND,No Fee,usfs
usfs-7906,LEES POINT,LEES POINT (Campground),48.14874,-116.24888,CAMPING AREA,No Fee,usfs
usfs-7908,NORTH FORK YAAK RIVER,,48.95815833,-115.61230278,CAMPING AREA,No Fee,usfs
usfs-7911,LITTLE BEAR LAKE SITE 1,,47.974444,-115.514444,CAMPING AREA,No Fee,usfs
usfs-7940,WEST BIG BELTS GFA - MAGPIE CREEK CUA,,46.73,-111.602,CAMPING AREA,No Fee,usfs
usfs-7951,BLACK JACK GROUP CG,Group Campground,33.05615556,-109.0799389,GROUP CAMPGROUND,No Fee,usfs
usfs-7958,BOX CR CG,"The Box Creek Trailhead is located on the Buffalo Valley Road, about 8 miles from Highway 26. This trail is not as well-known as other routes into the Teton Wilderness; however, it is frequently used by ranger patrols and outfitters to reach Enos Lake",43.8611,-110.2942889,CAMPGROUND,No Fee,usfs
usfs-7968,NOONTOOTLA DISPERSED AREA,,34.695,-84.21027778,CAMPING AREA,No Fee,usfs
usfs-7982,SHADOW CREEK,,41.20250528,-123.0688563,CAMPGROUND,No Fee,usfs
usfs-7986,BELMOT CAMGROUND,Primitive campground with no development or site features.,38.59089,-116.89078,CAMPGROUND,No Fee,usfs
usfs-7987,WEST BIG BELTS GFA - BOULDER LAKES CUA,,46.525,-111.277,CAMPING AREA,No Fee,usfs
usfs-8001,UPPER SHAKE,Closed Campground.,34.69111111,-118.5297222,CAMPGROUND,No Fee,usfs
usfs-8023,BOULDER FLAT,"Boulder Flat, located at milepost 122 of US Highway 12 along the Lochsa River, offers dispersed camping, a vault toilet, and unimproved access to the river.",46.339171,-115.315073,CAMPING AREA,No Fee,usfs
usfs-8029,ARCHIE KNOWLES,ARCHIE KNOWLES (Campground),44.02121,-123.80313,CAMPGROUND,No Fee,usfs
usfs-8039,PACKER SADDLE,,39.621387,-120.667323,CAMPING AREA,No Fee,usfs
usfs-8041,CORRAL CREEK,"Dispersed camping and day use site along the North Fork of the Kern River. Portable toilets and trash bins available during summer months. No water available. Small, short trail leads to Corral Creek Picnic Area, which is a small beach along the Kern Riv",35.855861,-118.450138,CAMPGROUND,No Fee,usfs
usfs-8086,NCT-BIG BOULDER SHELTER,NCT-BIG BOULDER SHELTER (Campground),41.533428,-79.216784,CAMPGROUND,No Fee,usfs
usfs-8193,MIDDLE BEAR LAKE SITE 3,,47.979167,-115.520278,CAMPING AREA,No Fee,usfs
usfs-8248,DISPOSED - CYPRESS PARK,This site no longer exists.,31.77444444,-109.3125,CAMPGROUND,No Fee,usfs
usfs-8302,BLUEBIRD LAKE DISPERSED SITE 26,,48.945777,-114.930966,CAMPING AREA,No Fee,usfs
usfs-8365,BOGARD,"Quiet and tucked away from the beaten path. Pine creek adjacent to campground, beautiful aspens in and around campground. Located 1.75 miles off Highway 44. No Fees. 10 sites. Hand pumped water. Vault toilets, Maximum trailer length 25 feet.",40.3574928,-121.098122,CAMPGROUND,No Fee,usfs
usfs-8366,NCT-HUNTER STATION SHELTER,NCT-HUNTER STATION SHELTER (Campground),41.63361,-79.1000036,CAMPGROUND,No Fee,usfs
usfs-8380,SHASTA LAKE SHORELINE,,40.717045,-122.406857,CAMPING AREA,No Fee,usfs
usfs-8391,THOMAS HUNTING GROUNDS YELLOW POST SITES,THOMAS HUNTING GROUNDS YELLOW POST SITES (Camping Area),34.1305556,-117.01101944,CAMPING AREA,No Fee,usfs
usfs-8408,GRIZZLY RIDGE MEADOW,GRIZZLY RIDGE MEADOW (Camping Area),40.7526569,-109.4867113,CAMPING AREA,No Fee,usfs
